Time elapsed	Time stamp	Settings Illumination area	Settings Min voltage	Settings Max voltage	Settings Stepwidth SMU	Settings Reverse polarity	Settings 2 User Name	Settings 2 OSOL Number	Settings 2 Comment	Settings 2 Lesker type	SAMPLE filter wheel optimization Filter	SAMPLE filter wheel measurement Filter	SAMPLE SMU measurement Voltage	SAMPLE SMU measurement Current	SAMPLE current density current_density	SAMPLE voltage voltage
1.66189844e+03	2024-06-11T13:45:23.990684	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-1.26000000e+00	-9.71440800e-03	-1.50844845e+02	1.26000000e+00
1.66244620e+03	2024-06-11T13:45:24.538136	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-1.24000000e+00	-9.57715000e-03	-1.48713509e+02	1.24000000e+00
1.66293278e+03	2024-06-11T13:45:25.024866	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-1.22000000e+00	-9.42197300e-03	-1.46303929e+02	1.22000000e+00
1.66345830e+03	2024-06-11T13:45:25.549767	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-1.20000000e+00	-9.26710100e-03	-1.43899084e+02	1.20000000e+00
1.66396012e+03	2024-06-11T13:45:26.052480	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-1.18000000e+00	-9.11579500e-03	-1.41549612e+02	1.18000000e+00
1.66451611e+03	2024-06-11T13:45:26.607639	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-1.16000000e+00	-8.95322700e-03	-1.39025264e+02	1.16000000e+00
1.66503382e+03	2024-06-11T13:45:27.125361	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-1.14000000e+00	-8.80338300e-03	-1.36698494e+02	1.14000000e+00
1.66557614e+03	2024-06-11T13:45:27.668181	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-1.12000000e+00	-8.64526900e-03	-1.34243307e+02	1.12000000e+00
1.66616111e+03	2024-06-11T13:45:28.252962	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-1.10000000e+00	-8.48819600e-03	-1.31804286e+02	1.10000000e+00
1.66667551e+03	2024-06-11T13:45:28.767814	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-1.08000000e+00	-8.32634200e-03	-1.29291025e+02	1.08000000e+00
1.66717969e+03	2024-06-11T13:45:29.271341	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-1.06000000e+00	-8.16446900e-03	-1.26777469e+02	1.06000000e+00
1.66769316e+03	2024-06-11T13:45:29.785148	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-1.04000000e+00	-7.99778600e-03	-1.24189224e+02	1.04000000e+00
1.66819720e+03	2024-06-11T13:45:30.289399	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-1.02000000e+00	-7.82988800e-03	-1.21582112e+02	1.02000000e+00
1.66870975e+03	2024-06-11T13:45:30.802112	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-1.00000000e+00	-7.65882700e-03	-1.18925885e+02	1.00000000e+00
1.66922410e+03	2024-06-11T13:45:31.316092	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-9.80000000e-01	-7.48813400e-03	-1.16275373e+02	9.80000000e-01
1.66972178e+03	2024-06-11T13:45:31.813921	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-9.60000000e-01	-7.31792400e-03	-1.13632360e+02	9.60000000e-01
1.67021400e+03	2024-06-11T13:45:32.306026	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-9.40000000e-01	-7.14695400e-03	-1.10977547e+02	9.40000000e-01
1.67076131e+03	2024-06-11T13:45:32.853032	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-9.20000000e-01	-6.97050600e-03	-1.08237671e+02	9.20000000e-01
1.67126070e+03	2024-06-11T13:45:33.352304	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-9.00000000e-01	-6.79810300e-03	-1.05560606e+02	9.00000000e-01
1.67177811e+03	2024-06-11T13:45:33.870057	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-8.80000000e-01	-6.62755900e-03	-1.02912407e+02	8.80000000e-01
1.67233464e+03	2024-06-11T13:45:34.426914	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-8.60000000e-01	-6.45426800e-03	-1.00221553e+02	8.60000000e-01
1.67282050e+03	2024-06-11T13:45:34.912716	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-8.40000000e-01	-6.27988400e-03	-9.75137267e+01	8.40000000e-01
1.67338595e+03	2024-06-11T13:45:35.477894	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-8.20000000e-01	-6.10466000e-03	-9.47928571e+01	8.20000000e-01
1.67391285e+03	2024-06-11T13:45:36.004616	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-8.00000000e-01	-5.93507800e-03	-9.21595963e+01	8.00000000e-01
1.67442782e+03	2024-06-11T13:45:36.519942	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-7.80000000e-01	-5.76197500e-03	-8.94716615e+01	7.80000000e-01
1.67496082e+03	2024-06-11T13:45:37.052666	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-7.60000000e-01	-5.59393900e-03	-8.68624068e+01	7.60000000e-01
1.67550263e+03	2024-06-11T13:45:37.594741	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-7.40000000e-01	-5.42224600e-03	-8.41963665e+01	7.40000000e-01
1.67605217e+03	2024-06-11T13:45:38.144732	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-7.20000000e-01	-5.24450300e-03	-8.14363820e+01	7.20000000e-01
1.67652675e+03	2024-06-11T13:45:38.618899	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-7.00000000e-01	-5.07191100e-03	-7.87563820e+01	7.00000000e-01
1.67706225e+03	2024-06-11T13:45:39.154585	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-6.80000000e-01	-4.90308500e-03	-7.61348602e+01	6.80000000e-01
1.67759949e+03	2024-06-11T13:45:39.691357	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-6.60000000e-01	-4.72866800e-03	-7.34265217e+01	6.60000000e-01
1.67811382e+03	2024-06-11T13:45:40.206097	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-6.40000000e-01	-4.55930300e-03	-7.07966304e+01	6.40000000e-01
1.67860288e+03	2024-06-11T13:45:40.694531	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-6.20000000e-01	-4.39133900e-03	-6.81884938e+01	6.20000000e-01
1.67910866e+03	2024-06-11T13:45:41.200681	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-6.00000000e-01	-4.21690000e-03	-6.54798137e+01	6.00000000e-01
1.67964218e+03	2024-06-11T13:45:41.733953	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-5.80000000e-01	-4.04583800e-03	-6.28235714e+01	5.80000000e-01
1.68024815e+03	2024-06-11T13:45:42.340702	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-5.60000000e-01	-3.87527300e-03	-6.01750466e+01	5.60000000e-01
1.68076221e+03	2024-06-11T13:45:42.854454	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-5.40000000e-01	-3.70807500e-03	-5.75788043e+01	5.40000000e-01
1.68128768e+03	2024-06-11T13:45:43.379725	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-5.20000000e-01	-3.54145900e-03	-5.49915994e+01	5.20000000e-01
1.68179813e+03	2024-06-11T13:45:43.890468	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-5.00000000e-01	-3.37377800e-03	-5.23878571e+01	5.00000000e-01
1.68232404e+03	2024-06-11T13:45:44.415868	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-4.80000000e-01	-3.20705700e-03	-4.97990217e+01	4.80000000e-01
1.68286853e+03	2024-06-11T13:45:44.960577	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-4.60000000e-01	-3.04409100e-03	-4.72684938e+01	4.60000000e-01
1.68340485e+03	2024-06-11T13:45:45.496855	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-4.40000000e-01	-2.88163700e-03	-4.47459161e+01	4.40000000e-01
1.68391796e+03	2024-06-11T13:45:46.010093	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-4.20000000e-01	-2.71936200e-03	-4.22261180e+01	4.20000000e-01
1.68444927e+03	2024-06-11T13:45:46.541648	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-4.00000000e-01	-2.55544200e-03	-3.96807764e+01	4.00000000e-01
1.68495877e+03	2024-06-11T13:45:47.050543	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-3.80000000e-01	-2.39975400e-03	-3.72632609e+01	3.80000000e-01
1.68548920e+03	2024-06-11T13:45:47.581747	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-3.60000000e-01	-2.23993500e-03	-3.47815994e+01	3.60000000e-01
1.68600259e+03	2024-06-11T13:45:48.094512	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-3.40000000e-01	-2.08443100e-03	-3.23669410e+01	3.40000000e-01
1.68653832e+03	2024-06-11T13:45:48.630318	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-3.20000000e-01	-1.92747400e-03	-2.99297205e+01	3.20000000e-01
1.68707014e+03	2024-06-11T13:45:49.162088	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-3.00000000e-01	-1.77627500e-03	-2.75819099e+01	3.00000000e-01
1.68757630e+03	2024-06-11T13:45:49.668755	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-2.80000000e-01	-1.62872100e-03	-2.52906988e+01	2.80000000e-01
1.68809568e+03	2024-06-11T13:45:50.188152	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-2.60000000e-01	-1.48136400e-03	-2.30025466e+01	2.60000000e-01
1.68860705e+03	2024-06-11T13:45:50.699004	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-2.40000000e-01	-1.33587000e-03	-2.07433230e+01	2.40000000e-01
1.68912015e+03	2024-06-11T13:45:51.212841	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-2.20000000e-01	-1.19607700e-03	-1.85726242e+01	2.20000000e-01
1.68963633e+03	2024-06-11T13:45:51.728569	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-2.00000000e-01	-1.05820000e-03	-1.64316770e+01	2.00000000e-01
1.69026072e+03	2024-06-11T13:45:52.352739	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-1.80000000e-01	-9.19237700e-04	-1.42738773e+01	1.80000000e-01
1.69076063e+03	2024-06-11T13:45:52.853205	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-1.60000000e-01	-7.91339100e-04	-1.22878742e+01	1.60000000e-01
1.69129265e+03	2024-06-11T13:45:53.385363	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-1.40000000e-01	-6.65834100e-04	-1.03390388e+01	1.40000000e-01
1.69193665e+03	2024-06-11T13:45:54.029002	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-1.20000000e-01	-5.44853400e-04	-8.46045652e+00	1.20000000e-01
1.69242691e+03	2024-06-11T13:45:54.518834	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-1.00000000e-01	-4.32158600e-04	-6.71053727e+00	1.00000000e-01
1.69297053e+03	2024-06-11T13:45:55.062827	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-8.00000000e-02	-3.27425700e-04	-5.08425000e+00	8.00000000e-02
1.69348989e+03	2024-06-11T13:45:55.582053	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-6.00000000e-02	-2.31026800e-04	-3.58737267e+00	6.00000000e-02
1.69400959e+03	2024-06-11T13:45:56.101756	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-4.00000000e-02	-1.43379900e-04	-2.22639596e+00	4.00000000e-02
1.69462353e+03	2024-06-11T13:45:56.716293	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	-2.00000000e-02	-6.44604400e-05	-1.00093851e+00	2.00000000e-02
1.69525580e+03	2024-06-11T13:45:57.347744	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	0.00000000e+00	2.16951000e-06	3.36880435e-02	-0.00000000e+00
1.69590147e+03	2024-06-11T13:45:57.994025	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	2.00000000e-02	5.65541400e-05	8.78169876e-01	-2.00000000e-02
1.69641516e+03	2024-06-11T13:45:58.508038	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	4.00000000e-02	1.01707300e-04	1.57930590e+00	-4.00000000e-02
1.69707023e+03	2024-06-11T13:45:59.162694	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	6.00000000e-02	1.34516400e-04	2.08876398e+00	-6.00000000e-02
1.69756917e+03	2024-06-11T13:45:59.661308	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	8.00000000e-02	1.64424100e-04	2.55316925e+00	-8.00000000e-02
1.69809366e+03	2024-06-11T13:46:00.185834	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	1.00000000e-01	1.91824400e-04	2.97863975e+00	-1.00000000e-01
1.69868752e+03	2024-06-11T13:46:00.779494	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	1.20000000e-01	2.15044500e-04	3.33920031e+00	-1.20000000e-01
1.69920810e+03	2024-06-11T13:46:01.300126	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	1.40000000e-01	2.35979600e-04	3.66427950e+00	-1.40000000e-01
1.69970271e+03	2024-06-11T13:46:01.794866	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	1.60000000e-01	2.58213600e-04	4.00952795e+00	-1.60000000e-01
1.70021129e+03	2024-06-11T13:46:02.303560	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	1.80000000e-01	2.78488900e-04	4.32436180e+00	-1.80000000e-01
1.70069725e+03	2024-06-11T13:46:02.789296	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	2.00000000e-01	2.95030600e-04	4.58122050e+00	-2.00000000e-01
1.70126169e+03	2024-06-11T13:46:03.354023	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	2.20000000e-01	3.17557700e-04	4.93102019e+00	-2.20000000e-01
1.70178630e+03	2024-06-11T13:46:03.878731	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	2.40000000e-01	3.45499100e-04	5.36489286e+00	-2.40000000e-01
1.70232102e+03	2024-06-11T13:46:04.413191	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	2.60000000e-01	3.73837500e-04	5.80493012e+00	-2.60000000e-01
1.70282967e+03	2024-06-11T13:46:04.922054	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	2.80000000e-01	4.05954100e-04	6.30363509e+00	-2.80000000e-01
1.70336042e+03	2024-06-11T13:46:05.452996	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	3.00000000e-01	4.40503100e-04	6.84011025e+00	-3.00000000e-01
1.70387235e+03	2024-06-11T13:46:05.964712	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	3.20000000e-01	4.78900200e-04	7.43633851e+00	-3.20000000e-01
1.70450306e+03	2024-06-11T13:46:06.595462	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	3.40000000e-01	5.21959700e-04	8.10496429e+00	-3.40000000e-01
1.70501565e+03	2024-06-11T13:46:07.108182	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	3.60000000e-01	5.67132000e-04	8.80639752e+00	-3.60000000e-01
1.70551635e+03	2024-06-11T13:46:07.608403	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	3.80000000e-01	6.13497500e-04	9.52635870e+00	-3.80000000e-01
1.70603023e+03	2024-06-11T13:46:08.123103	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	4.00000000e-01	6.62073400e-04	1.02806429e+01	-4.00000000e-01
1.70660901e+03	2024-06-11T13:46:08.701415	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	4.20000000e-01	7.12851100e-04	1.10691165e+01	-4.20000000e-01
1.70714512e+03	2024-06-11T13:46:09.237704	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	4.40000000e-01	7.67413200e-04	1.19163540e+01	-4.40000000e-01
1.70766167e+03	2024-06-11T13:46:09.754473	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	4.60000000e-01	8.23628800e-04	1.27892671e+01	-4.60000000e-01
1.70821009e+03	2024-06-11T13:46:10.302793	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	4.80000000e-01	8.82656300e-04	1.37058432e+01	-4.80000000e-01
1.70875583e+03	2024-06-11T13:46:10.848733	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	5.00000000e-01	9.43667500e-04	1.46532220e+01	-5.00000000e-01
1.70925982e+03	2024-06-11T13:46:11.352278	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	5.20000000e-01	1.00618400e-03	1.56239752e+01	-5.20000000e-01
1.70986215e+03	2024-06-11T13:46:11.955007	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	5.40000000e-01	1.07354200e-03	1.66699068e+01	-5.40000000e-01
1.71038312e+03	2024-06-11T13:46:12.475977	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	5.60000000e-01	1.14113800e-03	1.77195342e+01	-5.60000000e-01
1.71092492e+03	2024-06-11T13:46:13.017722	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	5.80000000e-01	1.21135700e-03	1.88098913e+01	-5.80000000e-01
1.71145426e+03	2024-06-11T13:46:13.546704	6.44000000e+00	-1.50000000e+00	2.00000000e+00	2.00000000e-02	0	Group5	25678	Old SMU	Lesker4x4	2	2	6.00000000e-01	1.28553900e-03	1.99617857e+01	-6.00000000e-01
